Date,Net_Income,Depreciation,Change_in_Working_Capital,Capital_Expenditures,Investments,Operating_Cash_Flow,Free_Cash_Flow
2029-07-31,-440948,10111,4519,33343,4467,-426318,-459661
2029-08-01,406155,3197,8195,5136,32699,417547,412411
2029-08-02,151302,7565,-19734,8339,14793,139133,130794
2029-08-03,-6333,2237,-8862,28683,-12533,-12958,-41641
2029-08-04,237005,6716,2833,22913,-5330,246554,223641
2029-08-05,237065,13905,15917,22455,-19439,266887,244432
2029-08-06,-74404,5062,-9015,11536,45008,-78357,-89893
2029-08-07,-25381,5439,5750,14574,25770,-14192,-28766
2029-08-08,-58120,13123,-19568,15777,46347,-64565,-80342
2029-08-09,459625,12329,5011,22667,-33876,476965,454298
2029-08-10,-102293,13191,4474,24651,-38680,-84628,-109279
2029-08-11,322993,6778,8793,35495,-36514,338564,303069
2029-08-12,278830,14655,-129,13254,-23524,293356,280102
2029-08-13,264589,12006,-6592,37835,-30810,270003,232168
2029-08-14,480049,9745,-19531,28506,8936,470263,441757
2029-08-15,438488,4355,6861,35091,-13369,449704,414613
2029-08-16,-29035,5485,15103,25906,-45190,-8447,-34353
2029-08-17,-36804,8991,-14211,24845,4262,-42024,-66869
2029-08-18,180642,10751,12669,14256,23725,204062,189806
2029-08-19,293080,11206,-7473,35436,31064,296813,261377
2029-08-20,413152,10727,-5611,20627,2420,418268,397641
2029-08-21,-281335,14243,19635,6755,13108,-247457,-254212
2029-08-22,-60958,10579,1485,8081,-35879,-48894,-56975
2029-08-23,188807,7738,3264,17962,-7901,199809,181847
2029-08-24,161753,8382,4661,20118,-20043,174796,154678
2029-08-25,159848,3150,-3949,16542,-14541,159049,142507
2029-08-26,-180035,10674,11550,18289,21443,-157811,-176100
2029-08-27,-28861,5566,-5359,34436,-35001,-28654,-63090
2029-08-28,395845,12157,-17284,28150,2856,390718,362568
2029-08-29,-35681,12607,-12844,37945,-44534,-35918,-73863
2029-08-30,85382,11403,5905,15329,25925,102690,87361
2029-08-31,-347405,4008,-16732,38586,15070,-360129,-398715
2029-09-01,-96105,13804,10195,12968,-37425,-72106,-85074
2029-09-02,-212725,4878,-13154,30428,20134,-221001,-251429
2029-09-03,-172205,13477,10141,5509,-39579,-148587,-154096
2029-09-04,-212482,12555,19496,34118,39222,-180431,-214549
2029-09-05,449387,11612,4324,26007,-6848,465323,439316
2029-09-06,451210,14222,-807,8158,44768,464625,456467
2029-09-07,118859,2312,16378,7885,-18859,137549,129664
2029-09-08,-230954,9719,-2232,36123,-10053,-223467,-259590
2029-09-09,167360,2463,12965,14999,-7944,182788,167789
2029-09-10,-163876,8417,-14422,18195,26796,-169881,-188076
2029-09-11,405079,5920,-51,12691,-33487,410948,398257
2029-09-12,-195496,3836,-12134,16915,48769,-203794,-220709
2029-09-13,268656,5053,-13025,10777,9698,260684,249907
2029-09-14,523687,11561,15437,20473,-48930,550685,530212
2029-09-15,-351704,8429,-3421,35074,38597,-346696,-381770
2029-09-16,65630,7477,1190,24263,-28826,74297,50034
2029-09-17,647734,12504,-3156,21524,214,657082,635558
2029-09-18,-28306,12136,-9143,30928,44009,-25313,-56241
2029-09-19,146911,12432,-13059,21053,-5397,146284,125231
2029-09-20,6783,9417,-7925,7391,-35070,8275,884
2029-09-21,107129,14575,9544,28445,-22636,131248,102803
2029-09-22,-124017,9936,-19671,6747,-38621,-133752,-140499
2029-09-23,255549,8399,14383,6446,27454,278331,271885
2029-09-24,205451,11545,9418,30925,17442,226414,195489
2029-09-25,-478525,6985,-1430,23797,11522,-472970,-496767
2029-09-26,213091,9618,-19358,25176,-1879,203351,178175
2029-09-27,636793,4439,12349,5338,23666,653581,648243
2029-09-28,255619,10341,-5117,8450,-23746,260843,252393
2029-09-29,474393,2562,-16396,18879,-25446,460559,441680
2029-09-30,90793,4278,-15659,24856,-38830,79412,54556
2029-10-01,463570,8089,6650,13670,32484,478309,464639
2029-10-02,75336,12613,15507,34577,18716,103456,68879
2029-10-03,-123306,9435,19172,19340,-12442,-94699,-114039
2029-10-04,131090,10073,-3612,39654,-45546,137551,97897
2029-10-05,-274089,3672,15647,13730,26742,-254770,-268500
2029-10-06,339767,7247,16814,5297,-8390,363828,358531
2029-10-07,490178,9448,-12457,7795,8483,487169,479374
2029-10-08,-196590,6446,1781,13525,48139,-188363,-201888
2029-10-09,-336772,10705,5467,13570,-12019,-320600,-334170
2029-10-10,446153,3326,19774,26220,-49074,469253,443033
2029-10-11,238621,5250,-4964,17284,29184,238907,221623
2029-10-12,300275,14723,14563,13975,-6415,329561,315586
2029-10-13,530090,3942,-6097,5650,5330,527935,522285
2029-10-14,2983,14119,-9772,11841,38440,7330,-4511
2029-10-15,-222488,4754,11832,13512,19372,-205902,-219414
2029-10-16,261380,6955,15885,38008,6999,284220,246212
2029-10-17,145599,6706,4187,19838,-27370,156492,136654
2029-10-18,278667,8721,-17096,15454,5848,270292,254838
2029-10-19,447708,10189,-6481,20429,26169,451416,430987
2029-10-20,-132742,6127,-19007,39361,7609,-145622,-184983
2029-10-21,97841,9017,-1511,19778,-7138,105347,85569
2029-10-22,-218177,7354,-13786,26121,34144,-224609,-250730
2029-10-23,-324536,12625,5140,24255,2475,-306771,-331026
2029-10-24,-58735,14520,-8060,7993,-17673,-52275,-60268
2029-10-25,288791,6355,-4050,11522,4015,291096,279574
2029-10-26,21072,8288,-17966,9472,22691,11394,1922
2029-10-27,467129,12330,17913,28667,-113,497372,468705
2029-10-28,214908,4028,-19691,34225,148,199245,165020
2029-10-29,173322,3974,-15891,28058,28603,161405,133347
2029-10-30,530987,4504,-9372,36008,43342,526119,490111
2029-10-31,147534,2842,12462,24045,-41188,162838,138793
2029-11-01,-258270,8767,8100,8280,48643,-241403,-249683
2029-11-02,63027,2156,-15332,8166,29549,49851,41685
2029-11-03,401232,7816,-1414,6371,7002,407634,401263
2029-11-04,-30589,6014,-6734,16351,31155,-31309,-47660
2029-11-05,95733,2806,9510,24211,39379,108049,83838
2029-11-06,-127878,9630,11321,19698,4592,-106927,-126625
2029-11-07,-79933,2140,-18898,15849,-36559,-96691,-112540
2029-11-08,-1829,14376,-9454,37896,30567,3093,-34803
2029-11-09,625290,2256,14091,22823,20047,641637,618814
2029-11-10,104425,11290,16589,9825,-28025,132304,122479
2029-11-11,-25463,7706,1858,17077,43761,-15899,-32976
2029-11-12,-188901,6824,16203,5000,17774,-165874,-170874
2029-11-13,-83054,11682,-15657,23215,19030,-87029,-110244
2029-11-14,-325850,12505,-2301,22552,-28881,-315646,-338198
2029-11-15,420074,8106,5710,22639,-35425,433890,411251
2029-11-16,135811,3235,9516,26379,-13671,148562,122183
2029-11-17,285536,9534,6221,7335,-36038,301291,293956
2029-11-18,338619,14142,12019,27949,30734,364780,336831
2029-11-19,166394,5479,16535,30432,17627,188408,157976
2029-11-20,74235,14385,6780,17331,25887,95400,78069
2029-11-21,435800,8723,15289,28380,7811,459812,431432
2029-11-22,93330,5836,12944,25307,28632,112110,86803
2029-11-23,166355,6480,17000,9363,-38577,189835,180472
2029-11-24,-254372,13933,6294,11138,4063,-234145,-245283
2029-11-25,-122079,6323,-2587,22045,-4982,-118343,-140388
2029-11-26,-232278,4915,-9506,39322,26232,-236869,-276191
2029-11-27,-29073,11203,-1560,11119,48448,-19430,-30549
2029-11-28,156221,3070,10747,7900,3260,170038,162138
2029-11-29,-167820,10211,1203,28948,25534,-156406,-185354
2029-11-30,-249661,4953,17964,7052,-4315,-226744,-233796
2029-12-01,369518,9395,2661,18896,-2455,381574,362678
2029-12-02,-242781,10735,19537,35296,-19830,-212509,-247805
2029-12-03,228386,4057,9583,24571,34510,242026,217455
2029-12-04,161265,11316,-5784,16813,-1266,166797,149984
2029-12-05,40652,4710,-221,32452,41950,45141,12689
2029-12-06,585032,2132,13887,23117,9802,601051,577934
2029-12-07,-14056,7949,5653,31052,-39154,-454,-31506
2029-12-08,397084,14126,1094,36786,-39107,412304,375518
2029-12-09,-128289,8175,-2426,20563,22118,-122540,-143103
2029-12-10,-112424,3764,-10137,30619,-45062,-118797,-149416
2029-12-11,101925,14164,-10418,7425,-18417,105671,98246
2029-12-12,-148585,10147,8833,22055,30098,-129605,-151660
2029-12-13,-199832,13328,15705,12215,37188,-170799,-183014
2029-12-14,203618,7193,14348,21198,46330,225159,203961
2029-12-15,202328,10853,-7756,7342,-32954,205425,198083
2029-12-16,-93027,3610,-458,24591,7817,-89875,-114466
2029-12-17,-347392,13327,-8695,19147,-37067,-342760,-361907
2029-12-18,313788,6027,-6164,21093,20641,313651,292558
2029-12-19,281893,5463,17192,35730,-48863,304548,268818
2029-12-20,-387710,5496,5561,15303,-39398,-376653,-391956
2029-12-21,444423,11123,10218,36129,19583,465764,429635
2029-12-22,-40482,9651,-8546,33994,-31083,-39377,-73371
2029-12-23,-247876,8136,-13069,5339,-21826,-252809,-258148
2029-12-24,502747,2602,4837,37999,6928,510186,472187
2029-12-25,-169576,2131,4120,9253,45652,-163325,-172578
2029-12-26,564770,4676,-12436,34141,16320,557010,522869
2029-12-27,-194222,9402,11764,7380,-16571,-173056,-180436
2029-12-28,532872,10280,-14899,38171,18199,528253,490082
2029-12-29,-76579,4541,14298,26659,-13935,-57740,-84399
2029-12-30,168770,10398,-2354,19973,-6846,176814,156841
2029-12-31,472558,7654,9711,20955,46025,489923,468968
2030-01-01,176562,7855,-16035,32929,-28186,168382,135453
2030-01-02,397937,8088,5369,37309,-42471,411394,374085
2030-01-03,-36652,8130,7973,18337,-340,-20549,-38886
2030-01-04,-193289,8792,-3392,31945,-27102,-187889,-219834
2030-01-05,254964,8897,-3246,8016,31998,260615,252599
2030-01-06,99472,7346,-10696,28310,44757,96122,67812
2030-01-07,-14950,14545,15166,13372,39583,14761,1389
2030-01-08,580924,14043,-19321,6026,28745,575646,569620
2030-01-09,226582,8528,-13832,25656,-48175,221278,195622
2030-01-10,478963,13076,-6044,25730,-13981,485995,460265
2030-01-11,-169783,4794,-1833,23325,-42959,-166822,-190147
2030-01-12,-187206,6882,4410,5235,-46758,-175914,-181149
2030-01-13,-89611,14420,-15276,27460,-1789,-90467,-117927
2030-01-14,433781,3447,3869,18513,30493,441097,422584
2030-01-15,291704,4446,6127,31122,20140,302277,271155
2030-01-16,413963,11821,11258,5159,40822,437042,431883
2030-01-17,-104386,3242,-4234,6976,13361,-105378,-112354
2030-01-18,126088,10024,-471,9140,1431,135641,126501
2030-01-19,187700,2570,19265,9203,-32114,209535,200332
2030-01-20,205675,4838,-2093,35279,-45574,208420,173141
2030-01-21,-87641,5947,-8374,10155,-30433,-90068,-100223
2030-01-22,190871,13132,19751,16156,-7436,223754,207598
2030-01-23,-81906,7785,-2823,7710,7150,-76944,-84654
2030-01-24,323019,8226,-6806,17400,-11334,324439,307039
2030-01-25,-112808,3402,-4339,29443,1462,-113745,-143188
2030-01-26,353625,4683,3422,26135,-32653,361730,335595
2030-01-27,88132,8439,7435,5249,-28912,104006,98757
2030-01-28,-39008,10798,-7290,20386,13988,-35500,-55886
2030-01-29,566945,4187,-12744,38814,26213,558388,519574
2030-01-30,208975,4177,-17055,29380,12223,196097,166717
2030-01-31,438102,12606,-19551,34913,-34535,431157,396244
2030-02-01,-248978,11017,-18566,16559,-9990,-256527,-273086
2030-02-02,-274684,8283,13854,8523,2121,-252547,-261070
2030-02-03,-264926,9586,2930,10013,33730,-252410,-262423
2030-02-04,-23124,9293,-15809,26870,-41182,-29640,-56510
2030-02-05,471660,7797,2596,35877,-42444,482053,446176
2030-02-06,3510,11991,18292,14544,-3565,33793,19249
2030-02-07,-370556,2850,18575,35593,11579,-349131,-384724
2030-02-08,364750,2023,-15804,22538,-16862,350969,328431
2030-02-09,-273918,3979,-9972,23322,-15308,-279911,-303233
2030-02-10,202118,2058,-6991,24905,-34488,197185,172280
2030-02-11,134223,12821,9104,22644,36400,156148,133504
2030-02-12,416463,10324,12355,33982,-11906,439142,405160
2030-02-13,-186360,7352,-15106,10338,3203,-194114,-204452
2030-02-14,54751,6579,15092,32342,-16705,76422,44080
2030-02-15,459232,9244,-16708,7069,46476,451768,444699
2030-02-16,311008,7977,-4618,35475,42183,314367,278892
2030-02-17,143615,7100,10027,38690,-2733,160742,122052
2030-02-18,294171,2970,7419,29672,6248,304560,274888
2030-02-19,412970,6669,-9219,34925,5864,410420,375495
2030-02-20,165940,10112,-15423,32296,-45930,160629,128333
2030-02-21,-117967,4710,-3415,37862,35063,-116672,-154534
2030-02-22,193170,4823,849,9506,-14704,198842,189336
2030-02-23,393011,12921,-8742,25298,25255,397190,371892
2030-02-24,136184,11995,-9956,8471,45585,138223,129752
2030-02-25,393237,7972,10752,36332,24105,411961,375629
2030-02-26,-130867,7806,-2085,28668,46917,-125146,-153814
2030-02-27,350554,12714,-14764,15623,-36418,348504,332881
2030-02-28,-167501,3687,19839,18571,42746,-143975,-162546
2030-03-01,317765,5218,-14838,15437,-18097,308145,292708
2030-03-02,-26820,13953,6859,26532,-49340,-6008,-32540
2030-03-03,-61698,3219,5770,13631,-40726,-52709,-66340
2030-03-04,-165036,6054,-7442,5323,49616,-166424,-171747
2030-03-05,-85473,11025,-11005,21962,-9624,-85453,-107415
2030-03-06,-82028,6679,19794,7755,-500,-55555,-63310
2030-03-07,151628,10425,8048,35896,-13662,170101,134205
2030-03-08,236495,7804,7212,12147,-35356,251511,239364
2030-03-09,-204215,4972,13356,16259,-23944,-185887,-202146
2030-03-10,170873,13709,-3372,39027,21277,181210,142183
2030-03-11,155560,7443,-12924,14678,43986,150079,135401
2030-03-12,444835,9780,-8679,39096,-7837,445936,406840
2030-03-13,416095,10980,-1678,22203,-22724,425397,403194
2030-03-14,-326526,8436,-18746,18528,-42381,-336836,-355364
2030-03-15,388463,12869,1217,10989,-43261,402549,391560
2030-03-16,121752,3480,4746,18283,28128,129978,111695
2030-03-17,-50258,9467,6005,32811,33688,-34786,-67597
2030-03-18,431575,8913,-17538,21161,46598,422950,401789
2030-03-19,-25529,11650,-6709,17004,-25469,-20588,-37592
